,Unnamed: 0,SampleName,SequencingRun_or_FolderName,Read1_Name,Read1_checksum,Read1_Count,Read2_Name,Read2_checksum,Read2_Count,PairEnd_ReadCount_Equal?,Fastq_PATH,r1_zip,r2_zip,r1_key1,r1_r2_
585,585,SGLP-0340,BCB008,SGLP-0340_S77_L004_R1_001.fastq.gz,2eee1252cb5e208730ca4e6e6168afd1,45594969,SGLP-0340_S77_L004_R2_001.fastq.gz,30e0101fe575d143e2b33928446a3a47,45594969,Yes,HiSeqData/BCB008/fastq,{'SGLP-0340_S77_L004_R1_001.fastq.gz': '2eee1252cb5e208730ca4e6e6168afd1'},{'SGLP-0340_S77_L004_R2_001.fastq.gz': '30e0101fe575d143e2b33928446a3a47'},SGLP-0340_S77_L004_R1_001.fastq.gz,{}
586,586,SGLP-0341,BCB008,SGLP-0341_S78_L004_R1_001.fastq.gz,c3c7ef7cca1e5d9cfec2e62ffdb9ac9f,10270922,SGLP-0341_S78_L004_R2_001.fastq.gz,f12757bd701debf7eee977b01c54c664,10270922,Yes,HiSeqData/BCB008/fastq,{'SGLP-0341_S78_L004_R1_001.fastq.gz': 'c3c7ef7cca1e5d9cfec2e62ffdb9ac9f'},{'SGLP-0341_S78_L004_R2_001.fastq.gz': 'f12757bd701debf7eee977b01c54c664'},SGLP-0341_S78_L004_R1_001.fastq.gz,{}
587,587,SGLP-0342,BCB008,SGLP-0342_S79_L004_R1_001.fastq.gz,58de3d6887bccf8046b86616680ec9d9,3734001,SGLP-0342_S79_L004_R2_001.fastq.gz,d2060a7a40293af7e13c8416bb11f6a8,3734001,Yes,HiSeqData/BCB008/fastq,{'SGLP-0342_S79_L004_R1_001.fastq.gz': '58de3d6887bccf8046b86616680ec9d9'},{'SGLP-0342_S79_L004_R2_001.fastq.gz': 'd2060a7a40293af7e13c8416bb11f6a8'},SGLP-0342_S79_L004_R1_001.fastq.gz,{}
588,588,SGLP-0343,BCB008,SGLP-0343_S80_L004_R1_001.fastq.gz,06500c1b53240e58c2134d7538dc2dc4,3583144,SGLP-0343_S80_L004_R2_001.fastq.gz,edd204322e3d2c4ee3bc2e97122e3dea,3583144,Yes,HiSeqData/BCB008/fastq,{'SGLP-0343_S80_L004_R1_001.fastq.gz': '06500c1b53240e58c2134d7538dc2dc4'},{'SGLP-0343_S80_L004_R2_001.fastq.gz': 'edd204322e3d2c4ee3bc2e97122e3dea'},SGLP-0343_S80_L004_R1_001.fastq.gz,{}
589,589,SGLP-0344,BCB008,SGLP-0344_S81_L004_R1_001.fastq.gz,152bec3e92323407474a3a54e33eabe4,3154664,SGLP-0344_S81_L004_R2_001.fastq.gz,4367c513669f8e16cacdd483127dd31d,3154664,Yes,HiSeqData/BCB008/fastq,{'SGLP-0344_S81_L004_R1_001.fastq.gz': '152bec3e92323407474a3a54e33eabe4'},{'SGLP-0344_S81_L004_R2_001.fastq.gz': '4367c513669f8e16cacdd483127dd31d'},SGLP-0344_S81_L004_R1_001.fastq.gz,{}
590,590,SGLP-0345,BCB008,SGLP-0345_S82_L004_R1_001.fastq.gz,679af589d1299eb12afb956b32fa15de,2885327,SGLP-0345_S82_L004_R2_001.fastq.gz,5256fe918e6555b9e9bf5eb4783a38c3,2885327,Yes,HiSeqData/BCB008/fastq,{'SGLP-0345_S82_L004_R1_001.fastq.gz': '679af589d1299eb12afb956b32fa15de'},{'SGLP-0345_S82_L004_R2_001.fastq.gz': '5256fe918e6555b9e9bf5eb4783a38c3'},SGLP-0345_S82_L004_R1_001.fastq.gz,{}
591,591,SGLP-0346,BCB008,SGLP-0346_S83_L004_R1_001.fastq.gz,07eea3637ec86feb5528d1b21589c0fa,3225261,SGLP-0346_S83_L004_R2_001.fastq.gz,c5731cc288449faca22a1c3bda8357b6,3225261,Yes,HiSeqData/BCB008/fastq,{'SGLP-0346_S83_L004_R1_001.fastq.gz': '07eea3637ec86feb5528d1b21589c0fa'},{'SGLP-0346_S83_L004_R2_001.fastq.gz': 'c5731cc288449faca22a1c3bda8357b6'},SGLP-0346_S83_L004_R1_001.fastq.gz,{}
592,592,SGLP-0347,BCB008,SGLP-0347_S84_L004_R1_001.fastq.gz,23230dd28a1bcea024d01bd458c1ea25,3403020,SGLP-0347_S84_L004_R2_001.fastq.gz,5f630827097d3a83692d47f8a0d38e23,3403020,Yes,HiSeqData/BCB008/fastq,{'SGLP-0347_S84_L004_R1_001.fastq.gz': '23230dd28a1bcea024d01bd458c1ea25'},{'SGLP-0347_S84_L004_R2_001.fastq.gz': '5f630827097d3a83692d47f8a0d38e23'},SGLP-0347_S84_L004_R1_001.fastq.gz,{}
593,593,SGLP-0348,BCB008,SGLP-0348_S85_L004_R1_001.fastq.gz,d2a4841b2989cf912ae7baa4f3a10158,5283055,SGLP-0348_S85_L004_R2_001.fastq.gz,a3d9ac25eb8755ad99b6a0f210222221,5283055,Yes,HiSeqData/BCB008/fastq,{'SGLP-0348_S85_L004_R1_001.fastq.gz': 'd2a4841b2989cf912ae7baa4f3a10158'},{'SGLP-0348_S85_L004_R2_001.fastq.gz': 'a3d9ac25eb8755ad99b6a0f210222221'},SGLP-0348_S85_L004_R1_001.fastq.gz,{}
594,594,SGLP-0349,BCB008,SGLP-0349_S86_L004_R1_001.fastq.gz,dc65ec449e45fe617ecfa2c30a0a4309,9680385,SGLP-0349_S86_L004_R2_001.fastq.gz,9312dbe23d4060556d9f2317253bdf71,9680385,Yes,HiSeqData/BCB008/fastq,{'SGLP-0349_S86_L004_R1_001.fastq.gz': 'dc65ec449e45fe617ecfa2c30a0a4309'},{'SGLP-0349_S86_L004_R2_001.fastq.gz': '9312dbe23d4060556d9f2317253bdf71'},SGLP-0349_S86_L004_R1_001.fastq.gz,{}
595,595,SGLP-0350,BCB008,SGLP-0350_S87_L004_R1_001.fastq.gz,b7aef049a01b8a910442795e2a7d74fa,2220806,SGLP-0350_S87_L004_R2_001.fastq.gz,968496287685c9cc30c5dad8bd41af58,2220806,Yes,HiSeqData/BCB008/fastq,{'SGLP-0350_S87_L004_R1_001.fastq.gz': 'b7aef049a01b8a910442795e2a7d74fa'},{'SGLP-0350_S87_L004_R2_001.fastq.gz': '968496287685c9cc30c5dad8bd41af58'},SGLP-0350_S87_L004_R1_001.fastq.gz,{}
596,596,SGLP-0351,BCB008,SGLP-0351_S88_L004_R1_001.fastq.gz,7d4009bfb509b4c364d8da7606ed8ad9,2647921,SGLP-0351_S88_L004_R2_001.fastq.gz,60e05227f28576540137663c755bc97d,2647921,Yes,HiSeqData/BCB008/fastq,{'SGLP-0351_S88_L004_R1_001.fastq.gz': '7d4009bfb509b4c364d8da7606ed8ad9'},{'SGLP-0351_S88_L004_R2_001.fastq.gz': '60e05227f28576540137663c755bc97d'},SGLP-0351_S88_L004_R1_001.fastq.gz,{}
597,597,SGLP-0352,BCB008,SGLP-0352_S89_L004_R1_001.fastq.gz,53de2fe3e01e2497858ef1d9c4771bae,1761336,SGLP-0352_S89_L004_R2_001.fastq.gz,c8c36b0ef1bf42b968150eef1da647a0,1761336,Yes,HiSeqData/BCB008/fastq,{'SGLP-0352_S89_L004_R1_001.fastq.gz': '53de2fe3e01e2497858ef1d9c4771bae'},{'SGLP-0352_S89_L004_R2_001.fastq.gz': 'c8c36b0ef1bf42b968150eef1da647a0'},SGLP-0352_S89_L004_R1_001.fastq.gz,{}
598,598,SGLP-0353,BCB008,SGLP-0353_S90_L004_R1_001.fastq.gz,6c6e7529893b6e97059969c25ca30fa2,2774523,SGLP-0353_S90_L004_R2_001.fastq.gz,776a8609ccca143a0d68619d7dfd4da9,2774523,Yes,HiSeqData/BCB008/fastq,{'SGLP-0353_S90_L004_R1_001.fastq.gz': '6c6e7529893b6e97059969c25ca30fa2'},{'SGLP-0353_S90_L004_R2_001.fastq.gz': '776a8609ccca143a0d68619d7dfd4da9'},SGLP-0353_S90_L004_R1_001.fastq.gz,{}
599,599,SGLP-0354,BCB008,SGLP-0354_S91_L004_R1_001.fastq.gz,c442357bc03d16e9ec92bb7ff3bfc0dd,1987684,SGLP-0354_S91_L004_R2_001.fastq.gz,1717f7a753607846f9fb2a8d556f0c52,1987684,Yes,HiSeqData/BCB008/fastq,{'SGLP-0354_S91_L004_R1_001.fastq.gz': 'c442357bc03d16e9ec92bb7ff3bfc0dd'},{'SGLP-0354_S91_L004_R2_001.fastq.gz': '1717f7a753607846f9fb2a8d556f0c52'},SGLP-0354_S91_L004_R1_001.fastq.gz,{}
600,600,SGLP-0356,BCB008,SGLP-0356_S66_L004_R1_001.fastq.gz,ad875fc18458d77dc9cfd35447cb3c0f,3910791,SGLP-0356_S66_L004_R2_001.fastq.gz,68405a7b0e2b147ea0dd57998d1c4206,3910791,Yes,HiSeqData/BCB008/fastq,{'SGLP-0356_S66_L004_R1_001.fastq.gz': 'ad875fc18458d77dc9cfd35447cb3c0f'},{'SGLP-0356_S66_L004_R2_001.fastq.gz': '68405a7b0e2b147ea0dd57998d1c4206'},SGLP-0356_S66_L004_R1_001.fastq.gz,{}
601,601,SGLP-0357,BCB008,SGLP-0357_S67_L004_R1_001.fastq.gz,3d37583a2a57a454bd4ccdedbcc1b1b4,3489327,SGLP-0357_S67_L004_R2_001.fastq.gz,d0bac8fa54e5ce27475528c7c5ab5040,3489327,Yes,HiSeqData/BCB008/fastq,{'SGLP-0357_S67_L004_R1_001.fastq.gz': '3d37583a2a57a454bd4ccdedbcc1b1b4'},{'SGLP-0357_S67_L004_R2_001.fastq.gz': 'd0bac8fa54e5ce27475528c7c5ab5040'},SGLP-0357_S67_L004_R1_001.fastq.gz,{}
602,602,SGLP-0358,BCB008,SGLP-0358_S68_L004_R1_001.fastq.gz,2dd2924140ef6250a82d8f2832d8ae2c,3814582,SGLP-0358_S68_L004_R2_001.fastq.gz,77f288622ae3e7acf3734ef4cac24e9c,3814582,Yes,HiSeqData/BCB008/fastq,{'SGLP-0358_S68_L004_R1_001.fastq.gz': '2dd2924140ef6250a82d8f2832d8ae2c'},{'SGLP-0358_S68_L004_R2_001.fastq.gz': '77f288622ae3e7acf3734ef4cac24e9c'},SGLP-0358_S68_L004_R1_001.fastq.gz,{}
603,603,SGLP-0359,BCB008,SGLP-0359_S69_L004_R1_001.fastq.gz,10885d8be4d10571683679df7252ae41,3686103,SGLP-0359_S69_L004_R2_001.fastq.gz,bea2f950dc3c4f32de0f5cc49536de91,3686103,Yes,HiSeqData/BCB008/fastq,{'SGLP-0359_S69_L004_R1_001.fastq.gz': '10885d8be4d10571683679df7252ae41'},{'SGLP-0359_S69_L004_R2_001.fastq.gz': 'bea2f950dc3c4f32de0f5cc49536de91'},SGLP-0359_S69_L004_R1_001.fastq.gz,{}
604,604,SGLP-0360,BCB008,SGLP-0360_S70_L004_R1_001.fastq.gz,80642134f2a52f46adbcd59cc4f6b7a4,4705725,SGLP-0360_S70_L004_R2_001.fastq.gz,e18797668e96051aa9ac175c01e7b14e,4705725,Yes,HiSeqData/BCB008/fastq,{'SGLP-0360_S70_L004_R1_001.fastq.gz': '80642134f2a52f46adbcd59cc4f6b7a4'},{'SGLP-0360_S70_L004_R2_001.fastq.gz': 'e18797668e96051aa9ac175c01e7b14e'},SGLP-0360_S70_L004_R1_001.fastq.gz,{}
605,605,SGLP-0362,BCB008,SGLP-0362_S93_L004_R1_001.fastq.gz,4fff1210ec31555075c1cfd44bd4ce02,2992883,SGLP-0362_S93_L004_R2_001.fastq.gz,3f14c997d8444f347306f12f7148559f,2992883,Yes,HiSeqData/BCB008/fastq,{'SGLP-0362_S93_L004_R1_001.fastq.gz': '4fff1210ec31555075c1cfd44bd4ce02'},{'SGLP-0362_S93_L004_R2_001.fastq.gz': '3f14c997d8444f347306f12f7148559f'},SGLP-0362_S93_L004_R1_001.fastq.gz,{}
606,606,SGLP-0363,BCB008,SGLP-0363_S94_L004_R1_001.fastq.gz,e7d6092c09aeacfb8e92d5b790054a32,2432567,SGLP-0363_S94_L004_R2_001.fastq.gz,ff71e412a50b5f46a7b594530c56cd68,2432567,Yes,HiSeqData/BCB008/fastq,{'SGLP-0363_S94_L004_R1_001.fastq.gz': 'e7d6092c09aeacfb8e92d5b790054a32'},{'SGLP-0363_S94_L004_R2_001.fastq.gz': 'ff71e412a50b5f46a7b594530c56cd68'},SGLP-0363_S94_L004_R1_001.fastq.gz,{}
607,607,SGLP-0364,BCB008,SGLP-0364_S95_L004_R1_001.fastq.gz,c069941d280ef8a392924c99471da210,2925163,SGLP-0364_S95_L004_R2_001.fastq.gz,674f133f2a026c5007d8269092acc4aa,2925163,Yes,HiSeqData/BCB008/fastq,{'SGLP-0364_S95_L004_R1_001.fastq.gz': 'c069941d280ef8a392924c99471da210'},{'SGLP-0364_S95_L004_R2_001.fastq.gz': '674f133f2a026c5007d8269092acc4aa'},SGLP-0364_S95_L004_R1_001.fastq.gz,{}
608,608,SGLP-0365,BCB008,SGLP-0365_S96_L004_R1_001.fastq.gz,d99549c68e3615de7f4fe5f665590bb0,3126274,SGLP-0365_S96_L004_R2_001.fastq.gz,6c2d52fd5fb2682b8d0c760592ca5741,3126274,Yes,HiSeqData/BCB008/fastq,{'SGLP-0365_S96_L004_R1_001.fastq.gz': 'd99549c68e3615de7f4fe5f665590bb0'},{'SGLP-0365_S96_L004_R2_001.fastq.gz': '6c2d52fd5fb2682b8d0c760592ca5741'},SGLP-0365_S96_L004_R1_001.fastq.gz,{}
609,609,SGLP-0366,BCB008,SGLP-0366_S97_L004_R1_001.fastq.gz,4260a2aa553aab98bbe1360243530b9d,1835606,SGLP-0366_S97_L004_R2_001.fastq.gz,8247048b47f01828d1a80147b0488392,1835606,Yes,HiSeqData/BCB008/fastq,{'SGLP-0366_S97_L004_R1_001.fastq.gz': '4260a2aa553aab98bbe1360243530b9d'},{'SGLP-0366_S97_L004_R2_001.fastq.gz': '8247048b47f01828d1a80147b0488392'},SGLP-0366_S97_L004_R1_001.fastq.gz,{}
610,610,SGLP-0367,BCB008,SGLP-0367_S98_L004_R1_001.fastq.gz,67e42711cfd09348b23ee0fb54bfe516,2939501,SGLP-0367_S98_L004_R2_001.fastq.gz,c8d5e5b5a13b8fc1b3749e4ad8343bd3,2939501,Yes,HiSeqData/BCB008/fastq,{'SGLP-0367_S98_L004_R1_001.fastq.gz': '67e42711cfd09348b23ee0fb54bfe516'},{'SGLP-0367_S98_L004_R2_001.fastq.gz': 'c8d5e5b5a13b8fc1b3749e4ad8343bd3'},SGLP-0367_S98_L004_R1_001.fastq.gz,{}
611,611,SGLP-0368,BCB008,SGLP-0368_S99_L004_R1_001.fastq.gz,12c980e54edc61501c453ada4c605014,1947056,SGLP-0368_S99_L004_R2_001.fastq.gz,75c30ad9d20e237e6c3c1ce9ac239253,1947056,Yes,HiSeqData/BCB008/fastq,{'SGLP-0368_S99_L004_R1_001.fastq.gz': '12c980e54edc61501c453ada4c605014'},{'SGLP-0368_S99_L004_R2_001.fastq.gz': '75c30ad9d20e237e6c3c1ce9ac239253'},SGLP-0368_S99_L004_R1_001.fastq.gz,{}
612,612,SGLP-0369,BCB008,SGLP-0369_S100_L004_R1_001.fastq.gz,5c33f57536ca5b601b89e05ef54026f7,1934140,SGLP-0369_S100_L004_R2_001.fastq.gz,2df4004d5380f082d28aab50ae50cc36,1934140,Yes,HiSeqData/BCB008/fastq,{'SGLP-0369_S100_L004_R1_001.fastq.gz': '5c33f57536ca5b601b89e05ef54026f7'},{'SGLP-0369_S100_L004_R2_001.fastq.gz': '2df4004d5380f082d28aab50ae50cc36'},SGLP-0369_S100_L004_R1_001.fastq.gz,{}
613,613,SGLP-0370,BCB008,SGLP-0370_S101_L004_R1_001.fastq.gz,64b6f0ad59fa504019bda1d01bd104c1,2477661,SGLP-0370_S101_L004_R2_001.fastq.gz,b8c2488c9c0106ec151d78262e68b174,2477661,Yes,HiSeqData/BCB008/fastq,{'SGLP-0370_S101_L004_R1_001.fastq.gz': '64b6f0ad59fa504019bda1d01bd104c1'},{'SGLP-0370_S101_L004_R2_001.fastq.gz': 'b8c2488c9c0106ec151d78262e68b174'},SGLP-0370_S101_L004_R1_001.fastq.gz,{}
614,614,SGLP-0371,BCB008,SGLP-0371_S102_L004_R1_001.fastq.gz,4ad327d657f54084b892675d07b32b21,2372572,SGLP-0371_S102_L004_R2_001.fastq.gz,cb7f16cc5225c52c5f46a27f86e67a31,2372572,Yes,HiSeqData/BCB008/fastq,{'SGLP-0371_S102_L004_R1_001.fastq.gz': '4ad327d657f54084b892675d07b32b21'},{'SGLP-0371_S102_L004_R2_001.fastq.gz': 'cb7f16cc5225c52c5f46a27f86e67a31'},SGLP-0371_S102_L004_R1_001.fastq.gz,{}
615,615,SGLP-0372,BCB008,SGLP-0372_S103_L004_R1_001.fastq.gz,0cc75b65803b0ba58b717df91b1adc77,2494680,SGLP-0372_S103_L004_R2_001.fastq.gz,611f8d3f936628ee752a6c7a88fe31ac,2494680,Yes,HiSeqData/BCB008/fastq,{'SGLP-0372_S103_L004_R1_001.fastq.gz': '0cc75b65803b0ba58b717df91b1adc77'},{'SGLP-0372_S103_L004_R2_001.fastq.gz': '611f8d3f936628ee752a6c7a88fe31ac'},SGLP-0372_S103_L004_R1_001.fastq.gz,{}
616,616,SGLP-0373,BCB008,SGLP-0373_S104_L004_R1_001.fastq.gz,54b774b61dfed13c0b2520164bf62ac6,1980530,SGLP-0373_S104_L004_R2_001.fastq.gz,1105a2883cc7c051aed984246f5b185e,1980530,Yes,HiSeqData/BCB008/fastq,{'SGLP-0373_S104_L004_R1_001.fastq.gz': '54b774b61dfed13c0b2520164bf62ac6'},{'SGLP-0373_S104_L004_R2_001.fastq.gz': '1105a2883cc7c051aed984246f5b185e'},SGLP-0373_S104_L004_R1_001.fastq.gz,{}
617,617,SGLP-0374,BCB008,SGLP-0374_S105_L004_R1_001.fastq.gz,afc0c738954f4b3e122a63d30eca584c,2727192,SGLP-0374_S105_L004_R2_001.fastq.gz,5e645f802ce6d7c64d977d1524343f0f,2727192,Yes,HiSeqData/BCB008/fastq,{'SGLP-0374_S105_L004_R1_001.fastq.gz': 'afc0c738954f4b3e122a63d30eca584c'},{'SGLP-0374_S105_L004_R2_001.fastq.gz': '5e645f802ce6d7c64d977d1524343f0f'},SGLP-0374_S105_L004_R1_001.fastq.gz,{}
618,618,SGLP-0375,BCB008,SGLP-0375_S106_L004_R1_001.fastq.gz,b2a259b6884af50614d7cae9db61656c,2620816,SGLP-0375_S106_L004_R2_001.fastq.gz,98fffdda9c79ac15d40f0534ccd083a9,2620816,Yes,HiSeqData/BCB008/fastq,{'SGLP-0375_S106_L004_R1_001.fastq.gz': 'b2a259b6884af50614d7cae9db61656c'},{'SGLP-0375_S106_L004_R2_001.fastq.gz': '98fffdda9c79ac15d40f0534ccd083a9'},SGLP-0375_S106_L004_R1_001.fastq.gz,{}
619,619,SGLP-0376,BCB008,SGLP-0376_S107_L004_R1_001.fastq.gz,e5846114370f754e9ba2ed2e0bd2e993,1486134,SGLP-0376_S107_L004_R2_001.fastq.gz,53bdf95c3f6361443ca733f964df0eb0,1486134,Yes,HiSeqData/BCB008/fastq,{'SGLP-0376_S107_L004_R1_001.fastq.gz': 'e5846114370f754e9ba2ed2e0bd2e993'},{'SGLP-0376_S107_L004_R2_001.fastq.gz': '53bdf95c3f6361443ca733f964df0eb0'},SGLP-0376_S107_L004_R1_001.fastq.gz,{}
620,620,SGLP-0377,BCB008,SGLP-0377_S108_L004_R1_001.fastq.gz,349cd01499792404663354f974061c54,2750496,SGLP-0377_S108_L004_R2_001.fastq.gz,0da30e206859017a7c6b7e092e52775c,2750496,Yes,HiSeqData/BCB008/fastq,{'SGLP-0377_S108_L004_R1_001.fastq.gz': '349cd01499792404663354f974061c54'},{'SGLP-0377_S108_L004_R2_001.fastq.gz': '0da30e206859017a7c6b7e092e52775c'},SGLP-0377_S108_L004_R1_001.fastq.gz,{}
621,621,SGLP-0378,BCB008,SGLP-0378_S109_L004_R1_001.fastq.gz,422a157223c0131238070078056e492d,1770411,SGLP-0378_S109_L004_R2_001.fastq.gz,3f3eae853c4ae0e8cc65d48e99f90108,1770411,Yes,HiSeqData/BCB008/fastq,{'SGLP-0378_S109_L004_R1_001.fastq.gz': '422a157223c0131238070078056e492d'},{'SGLP-0378_S109_L004_R2_001.fastq.gz': '3f3eae853c4ae0e8cc65d48e99f90108'},SGLP-0378_S109_L004_R1_001.fastq.gz,{}
622,622,SGLP-0379,BCB008,SGLP-0379_S110_L004_R1_001.fastq.gz,5586f36ad555f283481deba6cd6f8814,1598167,SGLP-0379_S110_L004_R2_001.fastq.gz,b8fc7f1b28c045d80571072c5a66879c,1598167,Yes,HiSeqData/BCB008/fastq,{'SGLP-0379_S110_L004_R1_001.fastq.gz': '5586f36ad555f283481deba6cd6f8814'},{'SGLP-0379_S110_L004_R2_001.fastq.gz': 'b8fc7f1b28c045d80571072c5a66879c'},SGLP-0379_S110_L004_R1_001.fastq.gz,{}
623,623,SGLP-0380,BCB008,SGLP-0380_S92_L004_R1_001.fastq.gz,d0a38b872177e4f3455f842b28eee4ac,1548843,SGLP-0380_S92_L004_R2_001.fastq.gz,b150e4e61a3eff891e4ddeb5f083a666,1548843,Yes,HiSeqData/BCB008/fastq,{'SGLP-0380_S92_L004_R1_001.fastq.gz': 'd0a38b872177e4f3455f842b28eee4ac'},{'SGLP-0380_S92_L004_R2_001.fastq.gz': 'b150e4e61a3eff891e4ddeb5f083a666'},SGLP-0380_S92_L004_R1_001.fastq.gz,{}
624,624,U5LP-01,BCB009,U5LP-01_S1_L001_R1_001.fastq.gz;U5LP-01_S1_L002_R1_001.fastq.gz;U5LP-01_S1_L003_R1_001.fastq.gz;U5LP-01_S1_L004_R1_001.fastq.gz,22af5f54c3a5b31198d6f0cd74f358e7;3887efc99151172f14170f0f20d58f9a;1d8a33ab636ea7571c419af4149ebf95;11ba1e6d9d39282a51dda8d3d9bdfa48,2383023;2263383;2237749;2172007,U5LP-01_S1_L001_R2_001.fastq.gz;U5LP-01_S1_L002_R2_001.fastq.gz;U5LP-01_S1_L003_R2_001.fastq.gz;U5LP-01_S1_L004_R2_001.fastq.gz,0732465c4919e9f7bf31d9ea50beff25;aa4d0738c2dcfe92e0f1452ae840e0e9;cf2a6ecb5bd5c50d539745ef77d5ce56;a44f6e85303349fb4c0c6e5f510339ec,2383023;2263383;2237749;2172007,Yes,HiSeqData/BCB009/fastq,"{'U5LP-01_S1_L001_R1_001.fastq.gz': '22af5f54c3a5b31198d6f0cd74f358e7', 'U5LP-01_S1_L002_R1_001.fastq.gz': '3887efc99151172f14170f0f20d58f9a', 'U5LP-01_S1_L003_R1_001.fastq.gz': '1d8a33ab636ea7571c419af4149ebf95', 'U5LP-01_S1_L004_R1_001.fastq.gz': '11ba1e6d9d39282a51dda8d3d9bdfa48'}","{'U5LP-01_S1_L001_R2_001.fastq.gz': '0732465c4919e9f7bf31d9ea50beff25', 'U5LP-01_S1_L002_R2_001.fastq.gz': 'aa4d0738c2dcfe92e0f1452ae840e0e9', 'U5LP-01_S1_L003_R2_001.fastq.gz': 'cf2a6ecb5bd5c50d539745ef77d5ce56', 'U5LP-01_S1_L004_R2_001.fastq.gz': 'a44f6e85303349fb4c0c6e5f510339ec'}",U5LP-01_S1_L001_R1_001.fastq.gz,{}
625,625,U5LP-02,BCB009,U5LP-02_S2_L001_R1_001.fastq.gz;U5LP-02_S2_L002_R1_001.fastq.gz;U5LP-02_S2_L003_R1_001.fastq.gz;U5LP-02_S2_L004_R1_001.fastq.gz,90079134a6d242c6ae94a6e431f29490;18c98bccbcc971e6b42f53c5459c860b;863dea8f70b8110b31bf5d861883e830;afea10d5f7a7ace81a07fd6f0dea11b9,11573651;11442193;10581973;11064200,U5LP-02_S2_L001_R2_001.fastq.gz;U5LP-02_S2_L002_R2_001.fastq.gz;U5LP-02_S2_L003_R2_001.fastq.gz;U5LP-02_S2_L004_R2_001.fastq.gz,adcf071603bc308bc46f8c99b05823f3;a4c476320fdde5bccd382327eca7baaa;a993755cd2091f75b5084eef20fed324;242ab38c2d4d8b3675e3a288e01e5714,11573651;11442193;10581973;11064200,Yes,HiSeqData/BCB009/fastq,"{'U5LP-02_S2_L001_R1_001.fastq.gz': '90079134a6d242c6ae94a6e431f29490', 'U5LP-02_S2_L002_R1_001.fastq.gz': '18c98bccbcc971e6b42f53c5459c860b', 'U5LP-02_S2_L003_R1_001.fastq.gz': '863dea8f70b8110b31bf5d861883e830', 'U5LP-02_S2_L004_R1_001.fastq.gz': 'afea10d5f7a7ace81a07fd6f0dea11b9'}","{'U5LP-02_S2_L001_R2_001.fastq.gz': 'adcf071603bc308bc46f8c99b05823f3', 'U5LP-02_S2_L002_R2_001.fastq.gz': 'a4c476320fdde5bccd382327eca7baaa', 'U5LP-02_S2_L003_R2_001.fastq.gz': 'a993755cd2091f75b5084eef20fed324', 'U5LP-02_S2_L004_R2_001.fastq.gz': '242ab38c2d4d8b3675e3a288e01e5714'}",U5LP-02_S2_L001_R1_001.fastq.gz,{}
626,626,U5LP-03,BCB009,U5LP-03_S7_L001_R1_001.fastq.gz;U5LP-03_S7_L002_R1_001.fastq.gz;U5LP-03_S7_L003_R1_001.fastq.gz;U5LP-03_S7_L004_R1_001.fastq.gz,080438a517b4723fe28b2efb3aad8e3d;b477375fd0a23c54026a0ad43c791202;c0c94ab2248f7b117b5476eceaacc4ba;154cdd4f189e1a9148aa8b1739c1cfdf,11885203;11273718;11000699;11186433,U5LP-03_S7_L001_R2_001.fastq.gz;U5LP-03_S7_L002_R2_001.fastq.gz;U5LP-03_S7_L003_R2_001.fastq.gz;U5LP-03_S7_L004_R2_001.fastq.gz,4f014d248f5376dd98ddeda677a48077;4eb193834ff6179244482eff3f6f50fd;d3bf2b3198ddf2550a36462022c4f6df;43615e55ba6d5f6f621f3711377474cc,11885203;11273718;11000699;11186433,Yes,HiSeqData/BCB009/fastq,"{'U5LP-03_S7_L001_R1_001.fastq.gz': '080438a517b4723fe28b2efb3aad8e3d', 'U5LP-03_S7_L002_R1_001.fastq.gz': 'b477375fd0a23c54026a0ad43c791202', 'U5LP-03_S7_L003_R1_001.fastq.gz': 'c0c94ab2248f7b117b5476eceaacc4ba', 'U5LP-03_S7_L004_R1_001.fastq.gz': '154cdd4f189e1a9148aa8b1739c1cfdf'}","{'U5LP-03_S7_L001_R2_001.fastq.gz': '4f014d248f5376dd98ddeda677a48077', 'U5LP-03_S7_L002_R2_001.fastq.gz': '4eb193834ff6179244482eff3f6f50fd', 'U5LP-03_S7_L003_R2_001.fastq.gz': 'd3bf2b3198ddf2550a36462022c4f6df', 'U5LP-03_S7_L004_R2_001.fastq.gz': '43615e55ba6d5f6f621f3711377474cc'}",U5LP-03_S7_L001_R1_001.fastq.gz,{}
