,Unnamed: 0,SampleName,SequencingRun_or_FolderName,Read1_Name,Read1_checksum,Read1_Count,Read2_Name,Read2_checksum,Read2_Count,PairEnd_ReadCount_Equal?,Fastq_PATH,r1_zip,r2_zip,r1_key1,r1_r2_
1928,1928,Long-TN20-Tumor_GTCCGC,BioSci19_BB71,Long-TN20-Tumor_GTCCGC_L001_R1_001.fastq.gz;Long-TN20-Tumor_GTCCGC_L001_R1_002.fastq.gz;Long-TN20-Tumor_GTCCGC_L001_R1_003.fastq.gz;Long-TN20-Tumor_GTCCGC_L002_R1_001.fastq.gz;Long-TN20-Tumor_GTCCGC_L002_R1_002.fastq.gz;Long-TN20-Tumor_GTCCGC_L002_R1_003.fastq.gz,85737920c27957261313159efdee8f4c;db3a827419504bd5785e04802f077fc6;962efeb105d7ecae08c801cd066560eb;f1dd7eef8031e2fa1d1b0d89a569e608;79e38fe71c4935fd847cf9fdb0ee0168;af93556c6d939c81033cf48eefcb0065,4000000;4000000;395097;4000000;4000000;399096,Long-TN20-Tumor_GTCCGC_L001_R2_001.fastq.gz;Long-TN20-Tumor_GTCCGC_L001_R2_002.fastq.gz;Long-TN20-Tumor_GTCCGC_L001_R2_003.fastq.gz;Long-TN20-Tumor_GTCCGC_L002_R2_001.fastq.gz;Long-TN20-Tumor_GTCCGC_L002_R2_002.fastq.gz;Long-TN20-Tumor_GTCCGC_L002_R2_003.fastq.gz,001af0d73be5f9ac7e7642446af298a7;c6d4b42582711e8691b6cc36e7b226d2;d87e8b55954c6885660d7ae004e446e3;e2c1072dfaf4c74f91422a31f90073d9;0019a8becbea0b98b290c8d7375f69bd;ba7edd07d982e53c8a89c72857aa289a,4000000;4000000;395097;4000000;4000000;399096,Yes,HiSeqData/BioSci19_BB71/Project_bastianb-BB71/Sample_Long-TN20-Tumor,"{'Long-TN20-Tumor_GTCCGC_L001_R1_001.fastq.gz': '85737920c27957261313159efdee8f4c', 'Long-TN20-Tumor_GTCCGC_L001_R1_002.fastq.gz': 'db3a827419504bd5785e04802f077fc6', 'Long-TN20-Tumor_GTCCGC_L001_R1_003.fastq.gz': '962efeb105d7ecae08c801cd066560eb', 'Long-TN20-Tumor_GTCCGC_L002_R1_001.fastq.gz': 'f1dd7eef8031e2fa1d1b0d89a569e608', 'Long-TN20-Tumor_GTCCGC_L002_R1_002.fastq.gz': '79e38fe71c4935fd847cf9fdb0ee0168', 'Long-TN20-Tumor_GTCCGC_L002_R1_003.fastq.gz': 'af93556c6d939c81033cf48eefcb0065'}","{'Long-TN20-Tumor_GTCCGC_L001_R2_001.fastq.gz': '001af0d73be5f9ac7e7642446af298a7', 'Long-TN20-Tumor_GTCCGC_L001_R2_002.fastq.gz': 'c6d4b42582711e8691b6cc36e7b226d2', 'Long-TN20-Tumor_GTCCGC_L001_R2_003.fastq.gz': 'd87e8b55954c6885660d7ae004e446e3', 'Long-TN20-Tumor_GTCCGC_L002_R2_001.fastq.gz': 'e2c1072dfaf4c74f91422a31f90073d9', 'Long-TN20-Tumor_GTCCGC_L002_R2_002.fastq.gz': '0019a8becbea0b98b290c8d7375f69bd', 'Long-TN20-Tumor_GTCCGC_L002_R2_003.fastq.gz': 'ba7edd07d982e53c8a89c72857aa289a'}",Long-TN20-Tumor_GTCCGC_L001_R1_001.fastq.gz,{}
1929,1929,Long-TN21-Normal_GTGGCC,BioSci19_BB71,Long-TN21-Normal_GTGGCC_L001_R1_001.fastq.gz;Long-TN21-Normal_GTGGCC_L001_R1_002.fastq.gz;Long-TN21-Normal_GTGGCC_L002_R1_001.fastq.gz;Long-TN21-Normal_GTGGCC_L002_R1_002.fastq.gz,7d6aa1bb5c3a248b6449cf8afb7192a3;8ea0bfcdd350f201a49772ac1e89b6cd;73292f3173b4ea11b8827092d893e427;855f5b7cb249c8934aa55d4a25cf9401,4000000;3224224;4000000;3236922,Long-TN21-Normal_GTGGCC_L001_R2_001.fastq.gz;Long-TN21-Normal_GTGGCC_L001_R2_002.fastq.gz;Long-TN21-Normal_GTGGCC_L002_R2_001.fastq.gz;Long-TN21-Normal_GTGGCC_L002_R2_002.fastq.gz,8c121484480f0fdfafb9904c9b62ffb8;5bf012e7c5e79577a42bd9547d3e8509;e978cc0032d07770a1b1e64208537482;0a51f4184736f9c8e0ee50e82d446e42,4000000;3224224;4000000;3236922,Yes,HiSeqData/BioSci19_BB71/Project_bastianb-BB71/Sample_Long-TN21-Normal,"{'Long-TN21-Normal_GTGGCC_L001_R1_001.fastq.gz': '7d6aa1bb5c3a248b6449cf8afb7192a3', 'Long-TN21-Normal_GTGGCC_L001_R1_002.fastq.gz': '8ea0bfcdd350f201a49772ac1e89b6cd', 'Long-TN21-Normal_GTGGCC_L002_R1_001.fastq.gz': '73292f3173b4ea11b8827092d893e427', 'Long-TN21-Normal_GTGGCC_L002_R1_002.fastq.gz': '855f5b7cb249c8934aa55d4a25cf9401'}","{'Long-TN21-Normal_GTGGCC_L001_R2_001.fastq.gz': '8c121484480f0fdfafb9904c9b62ffb8', 'Long-TN21-Normal_GTGGCC_L001_R2_002.fastq.gz': '5bf012e7c5e79577a42bd9547d3e8509', 'Long-TN21-Normal_GTGGCC_L002_R2_001.fastq.gz': 'e978cc0032d07770a1b1e64208537482', 'Long-TN21-Normal_GTGGCC_L002_R2_002.fastq.gz': '0a51f4184736f9c8e0ee50e82d446e42'}",Long-TN21-Normal_GTGGCC_L001_R1_001.fastq.gz,{}
1930,1930,Long-TN21-Tumor_CGTACG,BioSci19_BB71,Long-TN21-Tumor_CGTACG_L001_R1_001.fastq.gz;Long-TN21-Tumor_CGTACG_L001_R1_002.fastq.gz;Long-TN21-Tumor_CGTACG_L001_R1_003.fastq.gz;Long-TN21-Tumor_CGTACG_L002_R1_001.fastq.gz;Long-TN21-Tumor_CGTACG_L002_R1_002.fastq.gz;Long-TN21-Tumor_CGTACG_L002_R1_003.fastq.gz,8239e2567cb10c16d1e4558ef944658c;34f2a912b4dd0234c058647cf9a27eff;c71c3a8f81138951ecdfa634727ae5aa;7076cd99f99da148085fdad54c6636ad;e31f3a213146cc6677a6702a61bab80e;c2d03f97d6fafc15bcc96bc0ceee6104,4000000;4000000;346690;4000000;4000000;361790,Long-TN21-Tumor_CGTACG_L001_R2_001.fastq.gz;Long-TN21-Tumor_CGTACG_L001_R2_002.fastq.gz;Long-TN21-Tumor_CGTACG_L001_R2_003.fastq.gz;Long-TN21-Tumor_CGTACG_L002_R2_001.fastq.gz;Long-TN21-Tumor_CGTACG_L002_R2_002.fastq.gz;Long-TN21-Tumor_CGTACG_L002_R2_003.fastq.gz,1da6cadf77f8bf3d655b6e127e4de27e;296e77f5a9753102809522ab0f1c4930;faa7a1d4550fb9548b69b8e3fc3f1fd2;74684595d4003987a3b5451fae60b14e;02b5fe9f1e4e16f6b8f561dc1556e418;4aa386882eedaf46607e2644479bddd1,4000000;4000000;346690;4000000;4000000;361790,Yes,HiSeqData/BioSci19_BB71/Project_bastianb-BB71/Sample_Long-TN21-Tumor,"{'Long-TN21-Tumor_CGTACG_L001_R1_001.fastq.gz': '8239e2567cb10c16d1e4558ef944658c', 'Long-TN21-Tumor_CGTACG_L001_R1_002.fastq.gz': '34f2a912b4dd0234c058647cf9a27eff', 'Long-TN21-Tumor_CGTACG_L001_R1_003.fastq.gz': 'c71c3a8f81138951ecdfa634727ae5aa', 'Long-TN21-Tumor_CGTACG_L002_R1_001.fastq.gz': '7076cd99f99da148085fdad54c6636ad', 'Long-TN21-Tumor_CGTACG_L002_R1_002.fastq.gz': 'e31f3a213146cc6677a6702a61bab80e', 'Long-TN21-Tumor_CGTACG_L002_R1_003.fastq.gz': 'c2d03f97d6fafc15bcc96bc0ceee6104'}","{'Long-TN21-Tumor_CGTACG_L001_R2_001.fastq.gz': '1da6cadf77f8bf3d655b6e127e4de27e', 'Long-TN21-Tumor_CGTACG_L001_R2_002.fastq.gz': '296e77f5a9753102809522ab0f1c4930', 'Long-TN21-Tumor_CGTACG_L001_R2_003.fastq.gz': 'faa7a1d4550fb9548b69b8e3fc3f1fd2', 'Long-TN21-Tumor_CGTACG_L002_R2_001.fastq.gz': '74684595d4003987a3b5451fae60b14e', 'Long-TN21-Tumor_CGTACG_L002_R2_002.fastq.gz': '02b5fe9f1e4e16f6b8f561dc1556e418', 'Long-TN21-Tumor_CGTACG_L002_R2_003.fastq.gz': '4aa386882eedaf46607e2644479bddd1'}",Long-TN21-Tumor_CGTACG_L001_R1_001.fastq.gz,{}
1931,1931,PMM-10-Tumor_AGTTCC,BioSci19_BB71,PMM-10-Tumor_AGTTCC_L001_R1_001.fastq.gz;PMM-10-Tumor_AGTTCC_L002_R1_001.fastq.gz,e6cd2447d4a10fcebcf057352ce29297;dd6aea9454a620b0e48413018f4a9fcd,499300;507183,PMM-10-Tumor_AGTTCC_L001_R2_001.fastq.gz;PMM-10-Tumor_AGTTCC_L002_R2_001.fastq.gz,0799fcdcf0429f6073bd0fc2bbf91250;7c128a45ae6d066b527c18cea4ce9472,499300;507183,Yes,HiSeqData/BioSci19_BB71/Project_bastianb-BB71/Sample_PMM-10-Tumor,"{'PMM-10-Tumor_AGTTCC_L001_R1_001.fastq.gz': 'e6cd2447d4a10fcebcf057352ce29297', 'PMM-10-Tumor_AGTTCC_L002_R1_001.fastq.gz': 'dd6aea9454a620b0e48413018f4a9fcd'}","{'PMM-10-Tumor_AGTTCC_L001_R2_001.fastq.gz': '0799fcdcf0429f6073bd0fc2bbf91250', 'PMM-10-Tumor_AGTTCC_L002_R2_001.fastq.gz': '7c128a45ae6d066b527c18cea4ce9472'}",PMM-10-Tumor_AGTTCC_L001_R1_001.fastq.gz,"{'PMM-10-Tumor_AGTTCC_L001_R1_001.fastq.gz': 'e6cd2447d4a10fcebcf057352ce29297', 'PMM-10-Tumor_AGTTCC_L002_R1_001.fastq.gz': 'dd6aea9454a620b0e48413018f4a9fcd', 'PMM-10-Tumor_AGTTCC_L001_R2_001.fastq.gz': '0799fcdcf0429f6073bd0fc2bbf91250', 'PMM-10-Tumor_AGTTCC_L002_R2_001.fastq.gz': '7c128a45ae6d066b527c18cea4ce9472'}"
1932,1932,PMM-14-Tumor_ATCACG,BioSci19_BB71,PMM-14-Tumor_ATCACG_L001_R1_001.fastq.gz;PMM-14-Tumor_ATCACG_L002_R1_001.fastq.gz,80efe6b0de40431219b3cdd087565460;ba591f00bb1b6e971efcc29bed47cfb0,121738;122124,PMM-14-Tumor_ATCACG_L001_R2_001.fastq.gz;PMM-14-Tumor_ATCACG_L002_R2_001.fastq.gz,91a5083cbc3229788a48192260e0e0f2;b3e4fd7605ee42f940bed334540da4f8,121738;122124,Yes,HiSeqData/BioSci19_BB71/Project_bastianb-BB71/Sample_PMM-14-Tumor,"{'PMM-14-Tumor_ATCACG_L001_R1_001.fastq.gz': '80efe6b0de40431219b3cdd087565460', 'PMM-14-Tumor_ATCACG_L002_R1_001.fastq.gz': 'ba591f00bb1b6e971efcc29bed47cfb0'}","{'PMM-14-Tumor_ATCACG_L001_R2_001.fastq.gz': '91a5083cbc3229788a48192260e0e0f2', 'PMM-14-Tumor_ATCACG_L002_R2_001.fastq.gz': 'b3e4fd7605ee42f940bed334540da4f8'}",PMM-14-Tumor_ATCACG_L001_R1_001.fastq.gz,{}
1933,1933,PMM-1-Tumor_CAGATC,BioSci19_BB71,PMM-1-Tumor_CAGATC_L001_R1_001.fastq.gz;PMM-1-Tumor_CAGATC_L002_R1_001.fastq.gz,868c8a8b161878e1af2abe9f249b69a5;a3d9ba9b3b48ae0724b74e7603505d38,588792;593694,PMM-1-Tumor_CAGATC_L001_R2_001.fastq.gz;PMM-1-Tumor_CAGATC_L002_R2_001.fastq.gz,d726532bce8c489c52a3051feb177548;e1093294366db1f19737945f75c2b295,588792;593694,Yes,HiSeqData/BioSci19_BB71/Project_bastianb-BB71/Sample_PMM-1-Tumor,"{'PMM-1-Tumor_CAGATC_L001_R1_001.fastq.gz': '868c8a8b161878e1af2abe9f249b69a5', 'PMM-1-Tumor_CAGATC_L002_R1_001.fastq.gz': 'a3d9ba9b3b48ae0724b74e7603505d38'}","{'PMM-1-Tumor_CAGATC_L001_R2_001.fastq.gz': 'd726532bce8c489c52a3051feb177548', 'PMM-1-Tumor_CAGATC_L002_R2_001.fastq.gz': 'e1093294366db1f19737945f75c2b295'}",PMM-1-Tumor_CAGATC_L001_R1_001.fastq.gz,{}
1934,1934,PMM-3-A-Tumor_GTGAAA,BioSci19_BB71,PMM-3-A-Tumor_GTGAAA_L001_R1_001.fastq.gz;PMM-3-A-Tumor_GTGAAA_L002_R1_001.fastq.gz,d4b62f40651df82fde596962037fb951;eab54041419a7faee7e16d7903fffbe2,78101;78295,PMM-3-A-Tumor_GTGAAA_L001_R2_001.fastq.gz;PMM-3-A-Tumor_GTGAAA_L002_R2_001.fastq.gz,dde98b790d7729937987821e5a34fbba;27051a0fec6ae7510728ad53f6c2aaa0,78101;78295,Yes,HiSeqData/BioSci19_BB71/Project_bastianb-BB71/Sample_PMM-3-A-Tumor,"{'PMM-3-A-Tumor_GTGAAA_L001_R1_001.fastq.gz': 'd4b62f40651df82fde596962037fb951', 'PMM-3-A-Tumor_GTGAAA_L002_R1_001.fastq.gz': 'eab54041419a7faee7e16d7903fffbe2'}","{'PMM-3-A-Tumor_GTGAAA_L001_R2_001.fastq.gz': 'dde98b790d7729937987821e5a34fbba', 'PMM-3-A-Tumor_GTGAAA_L002_R2_001.fastq.gz': '27051a0fec6ae7510728ad53f6c2aaa0'}",PMM-3-A-Tumor_GTGAAA_L001_R1_001.fastq.gz,{}
1935,1935,PMM-3-B-Tumor_GTTTCG,BioSci19_BB71,PMM-3-B-Tumor_GTTTCG_L001_R1_001.fastq.gz;PMM-3-B-Tumor_GTTTCG_L002_R1_001.fastq.gz,4e6cfbef8fe2c812d07a47e32c320375;db7a046eccbbd279caac35c19b2968d2,75997;76966,PMM-3-B-Tumor_GTTTCG_L001_R2_001.fastq.gz;PMM-3-B-Tumor_GTTTCG_L002_R2_001.fastq.gz,63af51811b2867247d4b538b68792dcb;4cd21aa377efd45d36ed3977183ab830,75997;76966,Yes,HiSeqData/BioSci19_BB71/Project_bastianb-BB71/Sample_PMM-3-B-Tumor,"{'PMM-3-B-Tumor_GTTTCG_L001_R1_001.fastq.gz': '4e6cfbef8fe2c812d07a47e32c320375', 'PMM-3-B-Tumor_GTTTCG_L002_R1_001.fastq.gz': 'db7a046eccbbd279caac35c19b2968d2'}","{'PMM-3-B-Tumor_GTTTCG_L001_R2_001.fastq.gz': '63af51811b2867247d4b538b68792dcb', 'PMM-3-B-Tumor_GTTTCG_L002_R2_001.fastq.gz': '4cd21aa377efd45d36ed3977183ab830'}",PMM-3-B-Tumor_GTTTCG_L001_R1_001.fastq.gz,"{'PMM-3-B-Tumor_GTTTCG_L001_R1_001.fastq.gz': '4e6cfbef8fe2c812d07a47e32c320375', 'PMM-3-B-Tumor_GTTTCG_L002_R1_001.fastq.gz': 'db7a046eccbbd279caac35c19b2968d2', 'PMM-3-B-Tumor_GTTTCG_L001_R2_001.fastq.gz': '63af51811b2867247d4b538b68792dcb', 'PMM-3-B-Tumor_GTTTCG_L002_R2_001.fastq.gz': '4cd21aa377efd45d36ed3977183ab830'}"
1936,1936,UM17_TTAGGC,BioSci19_BB71,UM17_TTAGGC_L001_R1_001.fastq.gz;UM17_TTAGGC_L001_R1_002.fastq.gz;UM17_TTAGGC_L001_R1_003.fastq.gz;UM17_TTAGGC_L002_R1_001.fastq.gz;UM17_TTAGGC_L002_R1_002.fastq.gz;UM17_TTAGGC_L002_R1_003.fastq.gz,ebbdbbc9b96ceac22b92cc8f1c0fbfbf;0defc098fcbb8ef91def58b206ac1cd8;4341823e20d4667a12f5b1e0539a2205;3b5ecc238414b0db5f96874896dedc30;259c06a6eaf8517fc89fe39edfe676bf;e6b17b57a4a5a80be5ab5b02decce88e,4000000;4000000;3600601;4000000;4000000;3573246,UM17_TTAGGC_L001_R2_001.fastq.gz;UM17_TTAGGC_L001_R2_002.fastq.gz;UM17_TTAGGC_L001_R2_003.fastq.gz;UM17_TTAGGC_L002_R2_001.fastq.gz;UM17_TTAGGC_L002_R2_002.fastq.gz;UM17_TTAGGC_L002_R2_003.fastq.gz,e5d35165a9533e44c4c8ca0408e7a5c2;b8a0db442dd5740f8646e8b2ded05079;3fa38cfdfbc50b1c8f071e7fecf5ea96;93ed3c783dcd3ab210d47b86943df9bc;a51911f42ed56919c6753585fe96dd68;e8fcdcf2a0117a34d4db3922664799b9,4000000;4000000;3600601;4000000;4000000;3573246,Yes,HiSeqData/BioSci19_BB71/Project_bastianb-BB71/Sample_UM17,"{'UM17_TTAGGC_L001_R1_001.fastq.gz': 'ebbdbbc9b96ceac22b92cc8f1c0fbfbf', 'UM17_TTAGGC_L001_R1_002.fastq.gz': '0defc098fcbb8ef91def58b206ac1cd8', 'UM17_TTAGGC_L001_R1_003.fastq.gz': '4341823e20d4667a12f5b1e0539a2205', 'UM17_TTAGGC_L002_R1_001.fastq.gz': '3b5ecc238414b0db5f96874896dedc30', 'UM17_TTAGGC_L002_R1_002.fastq.gz': '259c06a6eaf8517fc89fe39edfe676bf', 'UM17_TTAGGC_L002_R1_003.fastq.gz': 'e6b17b57a4a5a80be5ab5b02decce88e'}","{'UM17_TTAGGC_L001_R2_001.fastq.gz': 'e5d35165a9533e44c4c8ca0408e7a5c2', 'UM17_TTAGGC_L001_R2_002.fastq.gz': 'b8a0db442dd5740f8646e8b2ded05079', 'UM17_TTAGGC_L001_R2_003.fastq.gz': '3fa38cfdfbc50b1c8f071e7fecf5ea96', 'UM17_TTAGGC_L002_R2_001.fastq.gz': '93ed3c783dcd3ab210d47b86943df9bc', 'UM17_TTAGGC_L002_R2_002.fastq.gz': 'a51911f42ed56919c6753585fe96dd68', 'UM17_TTAGGC_L002_R2_003.fastq.gz': 'e8fcdcf2a0117a34d4db3922664799b9'}",UM17_TTAGGC_L001_R1_001.fastq.gz,{}
1937,1937,BS10_GATCAG,BioSci1_BB42,BS10_GATCAG_L001_R1_001.fastq.gz;BS10_GATCAG_L001_R1_002.fastq.gz;BS10_GATCAG_L001_R1_003.fastq.gz;BS10_GATCAG_L001_R1_004.fastq.gz;BS10_GATCAG_L001_R1_005.fastq.gz,9182fe6e07745f90e750aca0b853e0e1;4cce3fcb2f5fd94f23ec2a8489e390ff;4b7a72ab3d360b7a73eeba9f07d00a4d;4e6466f939a65f90f862eec99720397d;dc82235f25a8c86576a1d504ba4ea3c9,4000000;4000000;4000000;4000000;2519472,BS10_GATCAG_L001_R2_001.fastq.gz;BS10_GATCAG_L001_R2_002.fastq.gz;BS10_GATCAG_L001_R2_003.fastq.gz;BS10_GATCAG_L001_R2_004.fastq.gz;BS10_GATCAG_L001_R2_005.fastq.gz,25a8a2fcc4a0bc021121de2d4537163e;1d2d7805137c985372b0a53832e6e625;28ea749eb22846f50e3d9652a8a36f5d;f123969b7513980d5d4bed2bd897941d;fc466d656c6e0dae9d5c656425581ce9,4000000;4000000;4000000;4000000;2519472,Yes,HiSeqData/BioSci1_BB42/130918_D00108_0165_AH7AN8ADXX_Project_bastianb-BB42/Sample_BS10,"{'BS10_GATCAG_L001_R1_001.fastq.gz': '9182fe6e07745f90e750aca0b853e0e1', 'BS10_GATCAG_L001_R1_002.fastq.gz': '4cce3fcb2f5fd94f23ec2a8489e390ff', 'BS10_GATCAG_L001_R1_003.fastq.gz': '4b7a72ab3d360b7a73eeba9f07d00a4d', 'BS10_GATCAG_L001_R1_004.fastq.gz': '4e6466f939a65f90f862eec99720397d', 'BS10_GATCAG_L001_R1_005.fastq.gz': 'dc82235f25a8c86576a1d504ba4ea3c9'}","{'BS10_GATCAG_L001_R2_001.fastq.gz': '25a8a2fcc4a0bc021121de2d4537163e', 'BS10_GATCAG_L001_R2_002.fastq.gz': '1d2d7805137c985372b0a53832e6e625', 'BS10_GATCAG_L001_R2_003.fastq.gz': '28ea749eb22846f50e3d9652a8a36f5d', 'BS10_GATCAG_L001_R2_004.fastq.gz': 'f123969b7513980d5d4bed2bd897941d', 'BS10_GATCAG_L001_R2_005.fastq.gz': 'fc466d656c6e0dae9d5c656425581ce9'}",BS10_GATCAG_L001_R1_001.fastq.gz,{}
1938,1938,BS11_TAGCTT,BioSci1_BB42,BS11_TAGCTT_L001_R1_001.fastq.gz;BS11_TAGCTT_L001_R1_002.fastq.gz;BS11_TAGCTT_L001_R1_003.fastq.gz;BS11_TAGCTT_L001_R1_004.fastq.gz;BS11_TAGCTT_L001_R1_005.fastq.gz,0514c365177c82e89227038bc4222c8c;d651123ed573376d4042e7404732421d;99cf385000ca064379ef47154f2c1fe3;5a8d5631e3c1d5d06ebbf07cd5ba6ebd;5302f26c50cbb4fce4d0c0f8a00171e9,4000000;4000000;4000000;4000000;1170398,BS11_TAGCTT_L001_R2_001.fastq.gz;BS11_TAGCTT_L001_R2_002.fastq.gz;BS11_TAGCTT_L001_R2_003.fastq.gz;BS11_TAGCTT_L001_R2_004.fastq.gz;BS11_TAGCTT_L001_R2_005.fastq.gz,6c3917537207a9678322c682246d54f7;0526b57e916be55860bd2d3800e7be0a;fb9dd27c4e959d40aec14cf554867b01;5e0ecc082e0235a3ed03025c934764ce;d9ef1cf3aa1634da3eb0a4a7f7815545,4000000;4000000;4000000;4000000;1170398,Yes,HiSeqData/BioSci1_BB42/130918_D00108_0165_AH7AN8ADXX_Project_bastianb-BB42/Sample_BS11,"{'BS11_TAGCTT_L001_R1_001.fastq.gz': '0514c365177c82e89227038bc4222c8c', 'BS11_TAGCTT_L001_R1_002.fastq.gz': 'd651123ed573376d4042e7404732421d', 'BS11_TAGCTT_L001_R1_003.fastq.gz': '99cf385000ca064379ef47154f2c1fe3', 'BS11_TAGCTT_L001_R1_004.fastq.gz': '5a8d5631e3c1d5d06ebbf07cd5ba6ebd', 'BS11_TAGCTT_L001_R1_005.fastq.gz': '5302f26c50cbb4fce4d0c0f8a00171e9'}","{'BS11_TAGCTT_L001_R2_001.fastq.gz': '6c3917537207a9678322c682246d54f7', 'BS11_TAGCTT_L001_R2_002.fastq.gz': '0526b57e916be55860bd2d3800e7be0a', 'BS11_TAGCTT_L001_R2_003.fastq.gz': 'fb9dd27c4e959d40aec14cf554867b01', 'BS11_TAGCTT_L001_R2_004.fastq.gz': '5e0ecc082e0235a3ed03025c934764ce', 'BS11_TAGCTT_L001_R2_005.fastq.gz': 'd9ef1cf3aa1634da3eb0a4a7f7815545'}",BS11_TAGCTT_L001_R1_001.fastq.gz,{}
1939,1939,BS1_CGATGT,BioSci1_BB42,BS1_CGATGT_L001_R1_001.fastq.gz;BS1_CGATGT_L001_R1_002.fastq.gz;BS1_CGATGT_L001_R1_003.fastq.gz;BS1_CGATGT_L001_R1_004.fastq.gz,9728eb8685260ef768a3d053d19174cc;625474494e27851f428a622c0a6c55d5;1ad5b8eef301720c6d888ad3d07f0e7d;6e4dc595b03ad986e00603bc453788e8,4000000;4000000;4000000;3740151,BS1_CGATGT_L001_R2_001.fastq.gz;BS1_CGATGT_L001_R2_002.fastq.gz;BS1_CGATGT_L001_R2_003.fastq.gz;BS1_CGATGT_L001_R2_004.fastq.gz,9d5ebacaaccc434b75b0ca652afd3af4;b105ce2059e876a45e7eb77e27a9b006;f92ad9bf5295eca3bd9a9918b5f9d45b;d63386a2761257c1c071e6354f53a64b,4000000;4000000;4000000;3740151,Yes,HiSeqData/BioSci1_BB42/130918_D00108_0165_AH7AN8ADXX_Project_bastianb-BB42/Sample_BS1,"{'BS1_CGATGT_L001_R1_001.fastq.gz': '9728eb8685260ef768a3d053d19174cc', 'BS1_CGATGT_L001_R1_002.fastq.gz': '625474494e27851f428a622c0a6c55d5', 'BS1_CGATGT_L001_R1_003.fastq.gz': '1ad5b8eef301720c6d888ad3d07f0e7d', 'BS1_CGATGT_L001_R1_004.fastq.gz': '6e4dc595b03ad986e00603bc453788e8'}","{'BS1_CGATGT_L001_R2_001.fastq.gz': '9d5ebacaaccc434b75b0ca652afd3af4', 'BS1_CGATGT_L001_R2_002.fastq.gz': 'b105ce2059e876a45e7eb77e27a9b006', 'BS1_CGATGT_L001_R2_003.fastq.gz': 'f92ad9bf5295eca3bd9a9918b5f9d45b', 'BS1_CGATGT_L001_R2_004.fastq.gz': 'd63386a2761257c1c071e6354f53a64b'}",BS1_CGATGT_L001_R1_001.fastq.gz,{}
1940,1940,BS2_TGACCA,BioSci1_BB42,BS2_TGACCA_L001_R1_001.fastq.gz;BS2_TGACCA_L001_R1_002.fastq.gz;BS2_TGACCA_L001_R1_003.fastq.gz;BS2_TGACCA_L001_R1_004.fastq.gz,f9858cd9ae94fd5800fb3ec9b4cff6c8;2174fa0a0ca472444cb9a452e2b6e81a;c32d1910421074d1d69154bd5c1cd9db;a6635e1ee2e9142dc5d15c8ef672c919,4000000;4000000;4000000;2929394,BS2_TGACCA_L001_R2_001.fastq.gz;BS2_TGACCA_L001_R2_002.fastq.gz;BS2_TGACCA_L001_R2_003.fastq.gz;BS2_TGACCA_L001_R2_004.fastq.gz,5b080654a9fb3c428f951df8338685bc;153fe7aee9a44374deb463f1a2846079;f352f3a94f9c96b491792d137a2af981;e83f518258b66d59cefbd667bba91980,4000000;4000000;4000000;2929394,Yes,HiSeqData/BioSci1_BB42/130918_D00108_0165_AH7AN8ADXX_Project_bastianb-BB42/Sample_BS2,"{'BS2_TGACCA_L001_R1_001.fastq.gz': 'f9858cd9ae94fd5800fb3ec9b4cff6c8', 'BS2_TGACCA_L001_R1_002.fastq.gz': '2174fa0a0ca472444cb9a452e2b6e81a', 'BS2_TGACCA_L001_R1_003.fastq.gz': 'c32d1910421074d1d69154bd5c1cd9db', 'BS2_TGACCA_L001_R1_004.fastq.gz': 'a6635e1ee2e9142dc5d15c8ef672c919'}","{'BS2_TGACCA_L001_R2_001.fastq.gz': '5b080654a9fb3c428f951df8338685bc', 'BS2_TGACCA_L001_R2_002.fastq.gz': '153fe7aee9a44374deb463f1a2846079', 'BS2_TGACCA_L001_R2_003.fastq.gz': 'f352f3a94f9c96b491792d137a2af981', 'BS2_TGACCA_L001_R2_004.fastq.gz': 'e83f518258b66d59cefbd667bba91980'}",BS2_TGACCA_L001_R1_001.fastq.gz,{}
